"","sex","age","degree","income","income_vs_average","satisfication","happy","health"
"2262","Female",50,"Hight school","$20000-$24999","Below average","Not satisfied at all","Very happy","Excellent"
"2263","Female",32,"Hight school","$15000-$19999","Below average","More of less satisfied","Not too happy","Good"
"2264","Male",36,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2265","Female",78,"Graduate","More than $25000","Average","Pretty well satisfied","Pretty happy","Fair"
"2266","Female",60,"associate/junior college","More than $25000","Average","More of less satisfied","Not too happy","Fair"
"2267","Female",60,"Hight school","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"2268","Female",47,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Poor"
"2269","Male",60,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Fair"
"2270","Female",68,"Hight school","$10000-$14999","Far below average","Not satisfied at all","Pretty happy","Good"
"2271","Female",18,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"2272","Female",46,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"2273","Female",83,"Bachelors","More than $25000","Far above average","Pretty well satisfied","Pretty happy","Good"
"2274","Male",75,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2275","Male",43,"Hight school","More than $25000","Far below average","Not satisfied at all","Not too happy","Good"
"2276","Male",25,"Bachelors","More than $25000","Above average","More of less satisfied","Not too happy","Fair"
"2277","Male",81,"Graduate","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2278","Female",57,"Hight school","$20000-$24999","Below average","Pretty well satisfied","Very happy","Excellent"
"2279","Female",52,"associate/junior college","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"2280","Male",58,"Hight school","$5000-$5999","Below average","More of less satisfied","Pretty happy","Good"
"2281","Male",63,"Hight school","$10000-$14999","Far below average","Not satisfied at all","Pretty happy","Poor"
"2282","Male",26,"Bachelors","More than $25000","Average","More of less satisfied","Not too happy","Fair"
"2283","Female",46,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"2284","Female",72,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2285","Male",74,"Bachelors","$10000-$14999","Far below average","Not satisfied at all","Not too happy","Good"
"2286","Female",68,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2287","Female",47,"Bachelors","More than $25000","Average","Not satisfied at all","Not too happy","Good"
"2288","Female",30,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2289","Female",42,"associate/junior college","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2290","Female",35,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2291","Male",47,"Less than high school","More than $25000","Below average","More of less satisfied","Very happy","Good"
"2292","Female",32,"Bachelors","More than $25000","Far below average","Not satisfied at all","Pretty happy","Good"
"2293","Male",29,"Graduate","More than $25000","Below average","More of less satisfied","Not too happy","Good"
"2294","Female",67,"Hight school","More than $25000","Far below average","More of less satisfied","Not too happy","Excellent"
"2295","Male",57,"Hight school","$10000-$14999","Below average","Not satisfied at all","Very happy","Excellent"
"2296","Male",51,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Excellent"
"2297","Female",73,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Fair"
"2298","Female",45,"Bachelors","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2299","Female",38,"Graduate","$20000-$24999","Average","More of less satisfied","Pretty happy","Good"
"2300","Male",35,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2301","Female",22,"Less than high school","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"2302","Male",30,"associate/junior college","$15000-$19999","Average","More of less satisfied","Pretty happy","Good"
"2303","Female",60,"Graduate","More than $25000","Below average","More of less satisfied","Not too happy","Excellent"
"2304","Male",57,"Bachelors","More than $25000","Average","More of less satisfied","Very happy","Good"
"2305","Male",54,"Hight school","More than $25000","Below average","Not satisfied at all","Not too happy","Fair"
"2306","Male",61,"Hight school","More than $25000","Above average","More of less satisfied","Very happy","Good"
"2307","Female",26,"Bachelors","$10000-$14999","Above average","More of less satisfied","Pretty happy","Good"
"2308","Male",51,"Bachelors","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2309","Male",84,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2310","Female",46,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"2311","Male",51,"Hight school","More than $25000","Above average","Not satisfied at all","Not too happy","Fair"
"2312","Male",56,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Fair"
"2313","Female",56,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2314","Female",22,"Hight school","$15000-$19999","Average","More of less satisfied","Pretty happy","Good"
"2315","Male",23,"Hight school","More than $25000","Below average","More of less satisfied","Very happy","Good"
"2316","Female",58,"associate/junior college","$15000-$19999","Average","Pretty well satisfied","Pretty happy","Good"
"2317","Male",36,"associate/junior college","More than $25000","Average","More of less satisfied","Very happy","Excellent"
"2318","Female",57,"Hight school","$15000-$19999","Average","More of less satisfied","Pretty happy","Excellent"
"2319","Female",74,"associate/junior college","More than $25000","Average","Pretty well satisfied","Pretty happy","Excellent"
"2320","Female",89,"Graduate","More than $25000","Below average","Not satisfied at all","Very happy","Good"
"2321","Male",76,"Graduate","More than $25000","Above average","Pretty well satisfied","Pretty happy","Excellent"
"2322","Female",67,"Graduate","More than $25000","Above average","Pretty well satisfied","Not too happy","Good"
"2323","Male",38,"associate/junior college","More than $25000","Average","Not satisfied at all","Not too happy","Excellent"
"2324","Male",47,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2325","Female",59,"Less than high school","$7000-$7999","Far below average","More of less satisfied","Not too happy","Poor"
"2326","Male",48,"Hight school","More than $25000","Above average","More of less satisfied","Pretty happy","Excellent"
"2327","Male",72,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2328","Female",51,"Bachelors","More than $25000","Below average","Not satisfied at all","Very happy","Poor"
"2329","Female",59,"associate/junior college","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2330","Female",33,"Hight school","More than $25000","Average","Pretty well satisfied","Not too happy","Good"
"2331","Female",40,"Less than high school","$15000-$19999","Average","More of less satisfied","Very happy","Excellent"
"2332","Female",37,"Hight school","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"2333","Male",19,"Less than high school","under $1000","Average","More of less satisfied","Not too happy","Excellent"
"2334","Male",49,"Bachelors","More than $25000","Average","More of less satisfied","Very happy","Excellent"
"2335","Female",74,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2336","Male",68,"associate/junior college","More than $25000","Average","Pretty well satisfied","Not too happy","Good"
"2337","Female",63,"Bachelors","More than $25000","Below average","Not satisfied at all","Not too happy","Poor"
"2338","Female",30,"Hight school","$15000-$19999","Far below average","Not satisfied at all","Not too happy","Good"
"2339","Male",56,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2340","Female",80,"Hight school","$10000-$14999","Below average","Not satisfied at all","Not too happy","Fair"
"2341","Male",76,"Graduate","$1000-$2999","Far below average","More of less satisfied","Very happy","Good"
"2342","Male",31,"Graduate","More than $25000","Below average","More of less satisfied","Pretty happy","Excellent"
"2343","Male",84,"Bachelors","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"2344","Female",68,"associate/junior college","More than $25000","Below average","More of less satisfied","Very happy","Fair"
"2345","Female",30,"associate/junior college","More than $25000","Average","More of less satisfied","Very happy","Excellent"
"2346","Male",68,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"2347","Female",41,"Bachelors","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2348","Male",65,"Graduate","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2349","Female",31,"Hight school","$1000-$2999","Below average","More of less satisfied","Pretty happy","Good"
"2350","Male",21,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Fair"
"2351","Female",54,"Hight school","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"2352","Male",46,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2353","Male",67,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Fair"
"2354","Female",50,"Bachelors","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2355","Female",58,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Excellent"
"2356","Female",43,"Hight school","More than $25000","Above average","Not satisfied at all","Pretty happy","Good"
"2357","Male",53,"Hight school","$10000-$14999","Below average","Not satisfied at all","Pretty happy","Fair"
"2358","Female",29,"associate/junior college","$15000-$19999","Below average","Not satisfied at all","Pretty happy","Fair"
"2359","Male",52,"Less than high school","$15000-$19999","Average","More of less satisfied","Pretty happy","Good"
"2360","Male",73,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2361","Male",61,"Graduate","More than $25000","Above average","Pretty well satisfied","Pretty happy","Excellent"
"2362","Male",44,"Hight school","More than $25000","Average","Not satisfied at all","Not too happy","Fair"
"2363","Female",46,"associate/junior college","More than $25000","Below average","Not satisfied at all","Not too happy","Poor"
"2364","Female",35,"associate/junior college","$20000-$24999","Below average","Not satisfied at all","Not too happy","Good"
"2365","Female",53,"Hight school","$10000-$14999","Far below average","Not satisfied at all","Not too happy","Poor"
"2366","Female",47,"associate/junior college","$15000-$19999","Below average","Not satisfied at all","Not too happy","Poor"
"2367","Female",63,"Bachelors","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2368","Female",27,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2369","Female",47,"Hight school","$10000-$14999","Average","More of less satisfied","Very happy","Good"
"2370","Male",80,"associate/junior college","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"2371","Female",59,"Bachelors","More than $25000","Average","Pretty well satisfied","Not too happy","Good"
"2372","Female",67,"Hight school","$3000-$3999","Average","Not satisfied at all","Pretty happy","Good"
"2373","Male",34,"Graduate","More than $25000","Far below average","Not satisfied at all","Pretty happy","Excellent"
"2374","Female",66,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2375","Male",26,"Hight school","More than $25000","Below average","Not satisfied at all","Not too happy","Fair"
"2376","Male",24,"Hight school","under $1000","Far below average","Pretty well satisfied","Very happy","Good"
"2377","Female",69,"Less than high school","under $1000","Far below average","Not satisfied at all","Very happy","Good"
"2378","Male",65,"Graduate","More than $25000","Above average","Pretty well satisfied","Not too happy","Good"
"2379","Male",53,"Hight school","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"2380","Female",55,"associate/junior college","More than $25000","Average","More of less satisfied","Not too happy","Good"
"2381","Female",72,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2382","Female",68,"Hight school","More than $25000","Average","Pretty well satisfied","Not too happy","Excellent"
"2383","Female",28,"Bachelors","More than $25000","Average","More of less satisfied","Very happy","Good"
"2384","Female",43,"Hight school","More than $25000","Far below average","More of less satisfied","Pretty happy","Good"
"2385","Male",31,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2386","Female",54,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2387","Male",69,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"2388","Male",39,"associate/junior college","under $1000","Below average","Not satisfied at all","Pretty happy","Good"
"2389","Male",59,"Bachelors","More than $25000","Above average","Pretty well satisfied","Not too happy","Good"
"2390","Female",66,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2391","Female",51,"Graduate","More than $25000","Above average","Pretty well satisfied","Very happy","Excellent"
"2392","Female",59,"associate/junior college","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2393","Female",81,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"2394","Male",29,"Hight school","More than $25000","Average","Not satisfied at all","Not too happy","Fair"
"2395","Female",72,"Hight school","$15000-$19999","Below average","Pretty well satisfied","Pretty happy","Fair"
"2396","Female",50,"Bachelors","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"2397","Male",35,"Hight school","$20000-$24999","Far above average","Not satisfied at all","Not too happy","Poor"
"2398","Male",61,"Hight school","More than $25000","Far below average","More of less satisfied","Not too happy","Fair"
"2399","Female",69,"associate/junior college","$15000-$19999","Far below average","Not satisfied at all","Not too happy","Poor"
"2400","Female",47,"Bachelors","More than $25000","Average","Pretty well satisfied","Very happy","Excellent"
"2401","Female",46,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2402","Male",74,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Fair"
"2403","Male",63,"Bachelors","$5000-$5999","Far below average","Not satisfied at all","Pretty happy","Good"
"2404","Female",34,"associate/junior college","More than $25000","Average","More of less satisfied","Not too happy","Good"
"2405","Male",30,"Hight school","More than $25000","Below average","Pretty well satisfied","Pretty happy","Good"
"2406","Female",58,"Less than high school","$9000-$9999","Below average","Not satisfied at all","Pretty happy","Fair"
"2407","Male",52,"Graduate","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"2408","Female",51,"Graduate","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2409","Female",64,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2410","Female",47,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2411","Male",43,"Bachelors","More than $25000","Far above average","Pretty well satisfied","Pretty happy","Good"
"2412","Female",44,"Graduate","More than $25000","Average","Pretty well satisfied","Pretty happy","Excellent"
"2413","Male",72,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2414","Male",56,"Graduate","More than $25000","Above average","Pretty well satisfied","Pretty happy","Excellent"
"2415","Male",67,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2416","Female",39,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2417","Male",70,"Graduate","More than $25000","Average","Pretty well satisfied","Pretty happy","Excellent"
"2418","Male",39,"Bachelors","More than $25000","Above average","Pretty well satisfied","Very happy","Excellent"
"2419","Female",43,"associate/junior college","$10000-$14999","Below average","More of less satisfied","Pretty happy","Good"
"2420","Female",57,"Hight school","under $1000","Below average","Pretty well satisfied","Very happy","Excellent"
"2421","Female",69,"Hight school","$20000-$24999","Below average","More of less satisfied","Very happy","Good"
"2422","Male",63,"associate/junior college","More than $25000","Above average","Pretty well satisfied","Very happy","Fair"
"2423","Male",30,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"2424","Female",46,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Excellent"
"2425","Female",59,"Graduate","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"2426","Female",35,"Graduate","under $1000","Average","More of less satisfied","Pretty happy","Good"
"2427","Female",61,"Hight school","$1000-$2999","Far below average","Not satisfied at all","Not too happy","Fair"
"2428","Female",82,"Bachelors","$15000-$19999","Below average","More of less satisfied","Pretty happy","Good"
"2429","Male",50,"associate/junior college","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2430","Female",47,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Fair"
"2431","Female",60,"Hight school","More than $25000","Average","Pretty well satisfied","Not too happy","Good"
"2432","Male",28,"Bachelors","More than $25000","Above average","Pretty well satisfied","Not too happy","Excellent"
"2433","Female",30,"Graduate","More than $25000","Average","Pretty well satisfied","Very happy","Excellent"
"2434","Male",33,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2435","Male",68,"associate/junior college","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2436","Female",42,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2437","Male",63,"Hight school","$9000-$9999","Far below average","More of less satisfied","Pretty happy","Fair"
"2438","Female",37,"Hight school","$15000-$19999","Below average","Not satisfied at all","Very happy","Good"
"2439","Female",61,"Hight school","More than $25000","Average","Pretty well satisfied","Very happy","Excellent"
"2440","Female",30,"associate/junior college","$7000-$7999","Far below average","Not satisfied at all","Very happy","Good"
"2441","Male",77,"Hight school","More than $25000","Below average","More of less satisfied","Not too happy","Good"
"2442","Female",35,"Less than high school","$1000-$2999","Far above average","Not satisfied at all","Pretty happy","Excellent"
"2443","Female",44,"Bachelors","More than $25000","Below average","More of less satisfied","Pretty happy","Fair"
"2444","Female",30,"Bachelors","More than $25000","Average","More of less satisfied","Not too happy","Excellent"
"2445","Female",70,"Hight school","$15000-$19999","Average","More of less satisfied","Not too happy","Good"
"2446","Female",78,"Less than high school","More than $25000","Below average","More of less satisfied","Pretty happy","Fair"
"2447","Male",29,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2448","Female",27,"Hight school","$15000-$19999","Below average","Not satisfied at all","Pretty happy","Fair"
"2449","Male",45,"Bachelors","More than $25000","Above average","Not satisfied at all","Pretty happy","Excellent"
"2450","Male",24,"Bachelors","$10000-$14999","Above average","More of less satisfied","Very happy","Good"
"2451","Male",44,"Hight school","under $1000","Far below average","Not satisfied at all","Pretty happy","Fair"
"2452","Female",75,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2453","Male",59,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2454","Female",71,"Hight school","$10000-$14999","Far below average","More of less satisfied","Pretty happy","Good"
"2455","Female",55,"Less than high school","$10000-$14999","Far below average","Not satisfied at all","Pretty happy","Good"
"2456","Female",29,"Hight school","$15000-$19999","Below average","More of less satisfied","Very happy","Good"
"2457","Male",43,"Bachelors","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2458","Female",42,"Hight school","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2459","Female",67,"Hight school","More than $25000","Below average","Pretty well satisfied","Pretty happy","Fair"
"2460","Male",54,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Fair"
"2461","Female",44,"Graduate","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2462","Male",29,"Bachelors","More than $25000","Above average","Pretty well satisfied","Very happy","Excellent"
"2463","Female",67,"Graduate","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2464","Female",74,"Bachelors","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"2465","Female",23,"Less than high school","under $1000","Average","Not satisfied at all","Very happy","Good"
"2466","Male",22,"Hight school","$15000-$19999","Average","More of less satisfied","Pretty happy","Excellent"
"2467","Male",38,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"2468","Female",35,"Hight school","More than $25000","Average","Not satisfied at all","Not too happy","Good"
"2469","Female",40,"Graduate","More than $25000","Above average","Pretty well satisfied","Not too happy","Excellent"
"2470","Female",79,"Graduate","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2471","Female",43,"Bachelors","More than $25000","Above average","Pretty well satisfied","Very happy","Excellent"
"2472","Male",84,"Hight school","More than $25000","Far above average","Pretty well satisfied","Very happy","Excellent"
"2473","Female",41,"Bachelors","More than $25000","Average","Pretty well satisfied","Very happy","Excellent"
"2474","Female",42,"Hight school","More than $25000","Below average","Pretty well satisfied","Pretty happy","Good"
"2475","Male",37,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Excellent"
"2476","Male",85,"Hight school","More than $25000","Average","Pretty well satisfied","Very happy","Good"
"2477","Female",56,"Hight school","More than $25000","Above average","Pretty well satisfied","Very happy","Excellent"
"2478","Female",68,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"2479","Female",51,"Bachelors","More than $25000","Average","Pretty well satisfied","Very happy","Excellent"
"2480","Female",55,"Graduate","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"2481","Female",41,"associate/junior college","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"2482","Female",63,"Hight school","More than $25000","Average","Pretty well satisfied","Not too happy","Excellent"
"2483","Male",40,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Excellent"
"2484","Male",24,"Bachelors","$15000-$19999","Below average","Pretty well satisfied","Pretty happy","Excellent"
"2485","Male",57,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2486","Male",44,"Bachelors","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"2487","Male",45,"Hight school","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"2488","Male",53,"associate/junior college","More than $25000","Average","More of less satisfied","Not too happy","Good"
"2489","Female",23,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"2490","Female",38,"Less than high school","under $1000","Far below average","Not satisfied at all","Pretty happy","Good"
"2491","Female",59,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2492","Male",52,"Bachelors","More than $25000","Above average","Not satisfied at all","Pretty happy","Fair"
"2493","Female",26,"Graduate","$6000-$6999","Average","More of less satisfied","Pretty happy","Excellent"
"2494","Female",57,"Hight school","More than $25000","Below average","Not satisfied at all","Not too happy","Poor"
"2495","Male",74,"Bachelors","$15000-$19999","Below average","More of less satisfied","Not too happy","Fair"
"2496","Female",50,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2497","Female",82,"Hight school","$10000-$14999","Below average","More of less satisfied","Pretty happy","Good"
"2498","Male",78,"Graduate","More than $25000","Above average","Pretty well satisfied","Very happy","Excellent"
"2499","Male",38,"Hight school","More than $25000","Above average","More of less satisfied","Pretty happy","Fair"
"2500","Female",64,"associate/junior college","$10000-$14999","Above average","Pretty well satisfied","Very happy","Good"
"2501","Female",49,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2502","Male",78,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2503","Female",85,"Bachelors","More than $25000","Below average","Pretty well satisfied","Pretty happy","Excellent"
"2504","Male",65,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"2505","Female",66,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Excellent"
"2506","Male",36,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Fair"
"2507","Female",53,"Bachelors","$10000-$14999","Below average","Pretty well satisfied","Pretty happy","Good"
"2508","Female",44,"Bachelors","$20000-$24999","Average","More of less satisfied","Pretty happy","Good"
"2509","Female",44,"Graduate","More than $25000","Below average","Pretty well satisfied","Pretty happy","Excellent"
"2510","Male",39,"Bachelors","More than $25000","Average","More of less satisfied","Not too happy","Good"
"2511","Male",55,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2512","Male",64,"Hight school","$10000-$14999","Far below average","Not satisfied at all","Not too happy","Poor"
"2513","Female",71,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2514","Male",68,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Excellent"
"2515","Female",79,"Hight school","$20000-$24999","Below average","Pretty well satisfied","Pretty happy","Good"
"2516","Male",56,"Bachelors","More than $25000","Above average","Not satisfied at all","Not too happy","Good"
"2517","Female",25,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2518","Male",57,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2519","Male",50,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Fair"
"2520","Female",67,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"2521","Female",65,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2522","Female",69,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2523","Female",46,"Bachelors","$15000-$19999","Below average","Not satisfied at all","Pretty happy","Excellent"
"2524","Male",42,"Hight school","$7000-$7999","Far below average","Not satisfied at all","Very happy","Poor"
"2525","Female",83,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2526","Male",75,"associate/junior college","More than $25000","Below average","Not satisfied at all","Very happy","Fair"
"2527","Female",58,"Hight school","$15000-$19999","Below average","Not satisfied at all","Pretty happy","Good"
"2528","Male",59,"Hight school","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"2529","Male",69,"Bachelors","More than $25000","Below average","Pretty well satisfied","Pretty happy","Excellent"
"2530","Male",31,"Bachelors","More than $25000","Below average","Pretty well satisfied","Very happy","Excellent"
"2531","Female",56,"Hight school","More than $25000","Average","More of less satisfied","Not too happy","Good"
"2532","Male",85,"associate/junior college","More than $25000","Far below average","Not satisfied at all","Pretty happy","Good"
"2533","Male",60,"associate/junior college","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2534","Male",62,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2535","Female",26,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Fair"
"2536","Female",47,"Bachelors","More than $25000","Below average","More of less satisfied","Pretty happy","Fair"
"2537","Female",69,"Bachelors","More than $25000","Average","Not satisfied at all","Not too happy","Fair"
"2538","Female",41,"associate/junior college","More than $25000","Average","Pretty well satisfied","Not too happy","Good"
"2539","Female",32,"Bachelors","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"2540","Male",27,"Hight school","More than $25000","Average","More of less satisfied","Not too happy","Fair"
"2541","Female",78,"Graduate","More than $25000","Above average","Pretty well satisfied","Not too happy","Excellent"
"2542","Male",59,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2543","Male",58,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2544","Female",52,"Hight school","under $1000","Far above average","Not satisfied at all","Not too happy","Good"
"2545","Female",67,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"2546","Male",19,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Excellent"
"2547","Male",55,"Less than high school","$10000-$14999","Below average","Pretty well satisfied","Pretty happy","Good"
"2548","Female",30,"Bachelors","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"2549","Female",77,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2550","Female",65,"Bachelors","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2551","Male",69,"Bachelors","$20000-$24999","Far below average","Pretty well satisfied","Pretty happy","Excellent"
"2552","Male",52,"Bachelors","More than $25000","Above average","Pretty well satisfied","Not too happy","Excellent"
"2553","Female",89,"Graduate","More than $25000","Below average","Pretty well satisfied","Pretty happy","Fair"
"2554","Male",25,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2555","Male",64,"Hight school","More than $25000","Above average","Pretty well satisfied","Not too happy","Good"
"2556","Male",65,"Graduate","$20000-$24999","Average","Not satisfied at all","Pretty happy","Good"
"2557","Male",75,"Less than high school","More than $25000","Average","More of less satisfied","Not too happy","Fair"
"2558","Male",70,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Excellent"
"2559","Male",61,"associate/junior college","$10000-$14999","Far below average","Not satisfied at all","Not too happy","Poor"
"2560","Female",49,"Hight school","$10000-$14999","Far below average","Not satisfied at all","Pretty happy","Fair"
"2561","Female",43,"Hight school","$9000-$9999","Average","Not satisfied at all","Very happy","Good"
"2562","Female",39,"Hight school","More than $25000","Above average","Not satisfied at all","Pretty happy","Excellent"
"2563","Male",71,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2564","Female",84,"Bachelors","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"2565","Female",80,"Less than high school","More than $25000","Below average","More of less satisfied","Not too happy","Good"
"2566","Female",62,"Hight school","More than $25000","Average","More of less satisfied","Not too happy","Fair"
"2567","Female",72,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
